Unnamed: 0,Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Name,0,1,2,3,4,5,6,7,8,9,10,11,12
228,FluencyBank,111,46,2597600,2645600,0,0,0,1,0,0,0,3,2,0,0,0,FluencyBank_111_46,-260.3221,115.95939,7.2079268,9.889091,-17.473625,-7.276111,-28.716236,-8.650159,-13.38137,-9.830627,-0.98376584,1.2668703,-10.896122
229,FluencyBank,111,47,2622400,2670400,0,0,0,1,0,0,0,2,2,1,0,0,FluencyBank_111_47,-290.81628,113.44466,6.088635,18.905703,-11.426511,-9.670606,-21.512943,-3.5776188,-11.054168,-7.079389,-5.559446,-1.2376655,-10.243734
230,FluencyBank,111,48,2645600,2693600,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_48,-289.21185,119.06112,6.7893467,13.817274,-12.863106,-6.943419,-23.021908,-4.045376,-11.324693,-9.846153,-7.8072577,-3.157457,-9.345489
231,FluencyBank,111,49,2815200,2863200,0,0,0,0,0,0,0,0,3,2,0,0,FluencyBank_111_49,-256.205,123.75423,-4.5100384,13.677522,-16.115364,-6.4575086,-31.203339,-9.331485,-11.306162,-12.802397,-7.1888127,0.22705488,-10.215193
232,FluencyBank,111,50,2842720,2890720,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_50,-288.04242,112.45697,5.63795,26.478546,-6.91762,-12.125779,-19.902073,-4.953989,-12.723708,-10.397214,-9.473956,-3.7508266,-13.6799135
233,FluencyBank,111,51,2870560,2918560,0,0,1,0,0,0,0,0,2,0,0,0,FluencyBank_111_51,-277.19226,109.288895,14.126013,18.937052,-7.6643295,-10.659565,-20.105509,-7.9768305,-13.921193,-12.472793,-7.884487,-5.923821,-12.703616
234,FluencyBank,111,52,3248800,3296800,0,0,0,0,0,1,0,2,2,0,0,0,FluencyBank_111_52,-279.064,108.81749,6.856469,17.286188,-8.923738,-8.294897,-26.842237,-8.417477,-9.645079,-10.011961,-5.6196103,-1.8832877,-10.1971035
235,FluencyBank,111,53,3276000,3324000,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_111_53,-277.8526,108.05356,17.189383,4.0300884,-17.769163,-5.4269733,-21.53174,-3.7185733,-12.884812,-10.974104,-2.2302878,3.2887256,-6.541604
236,FluencyBank,111,54,3552640,3600640,0,0,0,0,0,1,0,0,2,1,0,0,FluencyBank_111_54,-261.8524,128.71999,-5.9720497,21.446695,-18.685663,-19.29192,-25.674145,-4.354504,-13.659499,-14.719614,-4.0722547,-2.8957813,-0.98916185
237,FluencyBank,111,55,3577120,3625120,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_55,-297.3186,116.50699,9.590132,17.994797,-12.79721,-11.726624,-19.10454,0.58736277,-11.92479,-14.423652,-8.575107,-4.0210214,-6.4682593
238,FluencyBank,111,56,3625920,3673920,0,0,0,0,1,3,0,0,0,1,0,0,FluencyBank_111_56,-276.26947,124.77619,5.2280173,4.2053485,-19.470598,-7.322738,-24.248163,-10.387512,-11.888855,-6.154401,-2.4109159,-1.0543085,-10.101981
239,FluencyBank,111,57,3669280,3717280,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_57,-273.17795,132.90349,4.529884,4.335419,-13.688709,-8.125179,-23.331793,-10.556206,-15.933494,-12.856909,-7.819305,-1.4167382,-8.408588
240,FluencyBank,111,58,3696000,3744000,0,0,0,0,1,0,0,0,2,0,0,0,FluencyBank_111_58,-287.60434,129.03387,12.846481,13.94211,-11.8960705,-12.391896,-21.149815,-10.991002,-14.535615,-12.115512,-8.612915,-5.202148,-9.51222
241,FluencyBank,111,59,3839680,3887680,0,0,0,0,1,0,0,0,2,0,0,0,FluencyBank_111_59,-277.15048,117.47476,8.063607,5.2002997,-17.493414,-7.987701,-20.201817,-6.5634317,-11.279549,-8.269494,-9.28429,-0.43616572,-7.1073985
242,FluencyBank,111,60,3875360,3923360,0,0,0,1,0,1,0,3,1,0,0,0,FluencyBank_111_60,-315.5917,125.7166,4.672831,18.136684,-6.313444,-8.889808,-19.105017,-1.8238337,-12.663739,-7.6519456,-7.0486507,-2.1922035,-8.885386
243,FluencyBank,111,61,491840,539840,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_61,-297.25763,127.698524,2.336116,11.731613,-8.2371235,-10.393688,-28.143398,-6.146416,-13.280628,-10.716869,-10.917131,-8.017299,-5.7566814
244,FluencyBank,111,62,520320,568320,0,0,0,2,2,0,0,1,0,0,0,0,FluencyBank_111_62,-328.38272,105.27545,16.882393,15.762785,-9.463362,-12.991481,-12.198044,-1.1951755,-11.554224,-6.599309,-9.931606,-7.2971015,-6.6521163
245,FluencyBank,111,63,3928480,3976480,0,0,0,0,1,3,0,1,0,0,0,0,FluencyBank_111_63,-277.8721,105.36995,5.4343624,17.18467,-7.4149804,-9.124163,-23.962252,-4.9033794,-8.797061,-8.502862,-8.9627905,-5.0799766,-12.405046
247,FluencyBank,111,65,4136800,4184800,0,0,0,2,1,1,0,0,0,0,0,0,FluencyBank_111_65,-296.02826,114.122154,5.037274,18.476778,-1.6693088,-10.604852,-23.27376,-4.426764,-11.372048,-11.011447,-9.61226,-2.7557876,-10.681509
248,FluencyBank,111,66,4273120,4321120,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_66,-275.27548,107.82375,10.734169,17.20759,-6.998191,-9.246619,-30.95258,-12.665117,-7.3302536,-9.125848,-9.060074,-5.1616664,-9.20733
249,FluencyBank,111,67,4306240,4354240,0,0,2,0,0,0,0,0,1,0,0,0,FluencyBank_111_67,-276.15903,110.193855,-0.2364078,24.014894,-7.2199144,-10.428536,-26.024883,-4.713813,-8.229505,-11.367648,-10.782344,-4.397262,-7.4198356
250,FluencyBank,111,68,4490400,4538400,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_68,-263.6688,117.562416,2.2238908,19.610529,-15.208955,-8.859307,-22.743244,-7.9338565,-17.931524,-13.2866,-7.5073247,-1.524005,-8.369178
251,FluencyBank,111,69,4516800,4564800,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_69,-266.19592,108.97091,3.004436,10.019192,-15.7040415,-3.7039142,-20.436642,-1.9981716,-9.495098,-7.623446,-4.826914,-6.2188063,-8.240669
252,FluencyBank,111,70,4591040,4639040,0,0,0,1,1,1,0,0,0,1,0,0,FluencyBank_111_70,-280.85263,116.00272,0.966566,14.322511,-6.9697475,-9.051555,-25.46753,-8.745507,-7.425494,-5.3007646,-8.618353,-4.3987403,-14.669327
253,FluencyBank,111,71,4620800,4668800,0,0,0,0,1,3,0,2,0,0,0,0,FluencyBank_111_71,-269.3919,128.32309,-8.656866,16.710434,-7.5758057,-8.689124,-29.687021,-14.305773,-11.732717,-6.8730025,-9.333456,-1.0472538,-10.618486
254,FluencyBank,111,72,4681600,4729600,0,0,0,0,0,0,0,2,3,0,0,0,FluencyBank_111_72,-305.8154,121.39079,10.527781,13.045722,-13.430094,-8.371064,-17.535154,-8.311382,-11.317556,-5.9569116,-8.815265,-0.987926,-8.615281
255,FluencyBank,111,73,4712480,4760480,0,0,0,0,0,2,0,2,1,0,0,0,FluencyBank_111_73,-314.19614,125.18185,3.9267607,13.606697,-13.084583,-5.3094044,-21.7214,-2.428928,-8.338995,-4.800552,-4.3492627,-1.4120157,-11.274902
256,FluencyBank,111,74,4753600,4801600,0,0,3,1,0,0,0,3,0,0,0,0,FluencyBank_111_74,-288.23697,115.26264,12.769776,13.424462,-11.934373,-5.2975674,-26.804966,-6.669713,-10.095365,-10.057566,-7.3306403,-5.3953986,-9.655605
257,FluencyBank,111,75,4777760,4825760,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_111_75,-295.14703,113.489426,11.658159,17.105831,-6.933535,-7.523928,-22.170042,-9.195788,-12.430563,-10.37916,-11.809551,-2.649863,-8.905026
258,FluencyBank,111,76,4816480,4864480,0,0,0,0,0,3,0,0,0,0,0,0,FluencyBank_111_76,-279.22302,141.59372,-7.556172,4.0890613,-15.29174,-6.07468,-21.487963,-10.716842,-13.942675,-10.886477,-7.599396,1.8656625,-8.447108
259,FluencyBank,111,77,4945920,4993920,0,0,0,0,1,0,0,0,2,0,0,0,FluencyBank_111_77,-299.74948,108.78686,10.577074,20.898426,-7.4849944,-6.756904,-14.682962,-5.843522,-9.087878,-8.407744,-8.809075,-5.4926004,-13.965114
260,FluencyBank,111,78,4982880,5030880,0,0,0,1,0,3,0,1,0,0,0,0,FluencyBank_111_78,-275.78787,116.08651,4.3363166,3.4534955,-14.308975,-2.7673094,-21.983076,-10.636366,-8.870304,-6.689606,-5.5697303,0.512319,-10.08507
261,FluencyBank,111,79,562080,610080,0,0,1,0,1,0,0,0,1,0,0,0,FluencyBank_111_79,-316.2797,101.80319,22.18563,13.5608835,-13.129233,-5.0216045,-13.8499975,-6.1259546,-14.232803,-11.046401,-8.90112,-9.0488825,-6.3017197
262,FluencyBank,111,80,598400,646400,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_80,-344.78903,104.68081,16.6678,16.572237,-7.676013,-3.5027592,-10.976149,-5.951175,-10.965849,-4.6867867,-10.67511,-3.3888621,-7.871906
263,FluencyBank,111,81,5197920,5245920,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_81,-312.60168,100.983665,12.10906,26.46762,-0.9470648,-8.726712,-26.134462,-10.458623,-16.571367,-9.127532,-8.121728,-2.7620547,-11.508829
264,FluencyBank,111,82,5226400,5274400,0,0,2,1,0,0,0,0,0,0,0,0,FluencyBank_111_82,-331.9199,96.28097,25.316149,19.731642,-5.960796,-9.3008375,-18.41247,-6.3055835,-10.094225,-8.046985,-9.194362,-7.156069,-11.348647
265,FluencyBank,111,83,5291200,5339200,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_111_83,-320.61862,112.20647,1.4254563,16.915493,-5.4420466,-4.1354904,-22.719212,-7.781874,-14.147612,-7.108773,-6.1543455,-3.7012134,-10.299782
266,FluencyBank,111,84,5354560,5402560,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_84,-307.4956,107.867,8.391947,27.644526,-7.2193046,-8.509844,-21.60222,-8.540994,-13.563886,-13.94988,-12.198367,-4.3277717,-11.441183
267,FluencyBank,111,85,5379680,5427680,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_85,-337.6086,102.6765,11.386621,25.2688,-6.2573156,-6.599025,-16.015879,-5.8988085,-9.262141,-8.317059,-10.846616,-4.1267166,-9.719672
268,FluencyBank,111,86,5411360,5459360,0,0,0,0,0,3,0,0,0,0,0,0,FluencyBank_111_86,-329.00394,109.78608,10.386442,18.932936,-7.5647492,-5.4899225,-18.117224,-8.008251,-12.167095,-10.100413,-6.241521,-4.989445,-8.46096
269,FluencyBank,111,87,5469600,5517600,0,0,0,0,0,1,0,2,2,0,0,0,FluencyBank_111_87,-348.10526,115.36006,12.771738,12.816861,-8.78261,-2.7222838,-19.990294,-0.9474269,-11.2765875,-5.0636024,-6.0522304,-5.275578,-10.15375
270,FluencyBank,111,88,5495680,5543680,0,0,0,0,0,2,0,3,1,0,0,0,FluencyBank_111_88,-316.31815,118.69762,9.460367,13.372037,-9.333756,-6.0832767,-25.053387,-6.633604,-17.51046,-10.589529,-9.407724,-4.164992,-11.454784
271,FluencyBank,111,89,5559680,5607680,0,0,0,1,0,2,0,3,0,0,0,0,FluencyBank_111_89,-339.68756,103.49371,13.007372,18.77009,-1.3949128,-3.8831575,-20.978712,-2.736644,-11.76055,-8.283444,-7.7425723,-3.5188239,-8.262357
272,FluencyBank,111,90,5614240,5662240,0,0,0,0,0,3,0,3,0,0,0,0,FluencyBank_111_90,-299.18503,109.72387,15.590554,12.364537,-9.775232,-1.0419257,-18.384619,-13.541891,-21.313808,-15.190785,-11.4752445,-2.6825848,-11.249196
273,FluencyBank,111,91,5639040,5687040,0,0,0,1,1,1,0,3,0,0,0,0,FluencyBank_111_91,-325.55548,123.33432,11.201458,20.519049,-5.9951963,-8.74432,-16.540134,-10.49137,-21.117218,-12.132228,-9.783074,-2.4395065,-10.686571
274,FluencyBank,111,92,5704800,5752800,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_92,-299.31955,103.744,9.938709,15.727378,-8.714961,-3.4628773,-20.834667,-9.770053,-17.546251,-7.6111054,-10.031049,-7.1231165,-8.344557
275,FluencyBank,111,93,5734240,5782240,0,0,0,1,1,2,0,2,0,0,0,0,FluencyBank_111_93,-318.6874,110.919716,2.6887903,12.02823,-7.070081,-4.4633193,-21.556671,-4.1826077,-9.956641,-4.8959184,-6.0932183,-2.5165434,-7.6526203
277,FluencyBank,111,95,5805280,5853280,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_95,-320.354,111.79785,7.5727863,14.67377,-4.9575906,-7.105248,-22.542894,-9.052648,-15.339715,-8.331617,-7.4998727,-1.3369149,-7.8122053
278,FluencyBank,111,96,629920,677920,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_96,-284.92874,105.463806,-1.9466368,19.08929,-3.5214527,-7.930447,-13.566802,-14.669638,-14.607248,-5.760626,-12.280443,-5.356879,-7.394632
279,FluencyBank,111,97,5829280,5877280,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_97,-273.4998,120.26674,-3.355845,4.2935185,-10.202311,-12.136732,-27.749525,-13.035452,-19.394146,-13.237385,-5.4958224,1.1813093,-7.6469545
280,FluencyBank,111,98,5893120,5941120,0,0,0,0,0,3,0,0,0,0,0,0,FluencyBank_111_98,-323.8406,93.30926,16.562294,30.936365,-0.82583916,-7.2857337,-22.011662,-6.920375,-16.751911,-14.219533,-10.67546,-7.997742,-11.935783
281,FluencyBank,111,99,5953600,6001600,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_99,-294.36734,109.91357,3.372321,23.801146,-12.210792,-10.18072,-24.184214,-0.24981312,-13.631971,-14.360541,-8.526942,-2.1220574,-9.796536
282,FluencyBank,111,100,6016480,6064480,0,0,0,1,1,1,0,3,0,0,0,0,FluencyBank_111_100,-312.5511,92.22195,15.415931,20.138508,-8.848119,-6.797198,-19.732908,-3.8530357,-11.622482,-6.600155,-7.7339993,-4.5070815,-7.5652175
283,FluencyBank,111,101,6044640,6092640,0,0,0,3,0,0,0,0,0,0,0,0,FluencyBank_111_101,-305.28778,109.37535,4.039981,19.772339,-7.841533,-9.745025,-17.638098,-10.971497,-13.499849,-7.584498,-10.59766,-3.6384618,-11.209348
284,FluencyBank,111,102,6217280,6265280,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_111_102,-318.74405,113.46952,10.716891,27.518045,-4.680788,-10.606721,-25.00764,-4.5897393,-14.344993,-12.357755,-9.511616,-4.700318,-9.991926
285,FluencyBank,111,103,6244960,6292960,0,0,0,0,0,2,0,3,1,0,0,0,FluencyBank_111_103,-331.13055,103.79274,17.720888,28.740644,-2.2857072,-10.909644,-21.440756,-3.6867747,-13.85522,-9.167687,-12.797971,-6.123659,-7.4200354
286,FluencyBank,111,104,6372000,6420000,0,0,0,0,0,0,0,0,3,2,0,0,FluencyBank_111_104,-276.69833,102.20999,7.140377,14.633437,-4.467132,-4.029172,-27.06485,-9.768567,-13.443306,-8.105972,-8.703897,-5.842484,-8.497857
287,FluencyBank,111,105,6398080,6446080,0,0,0,0,0,0,0,2,3,2,0,0,FluencyBank_111_105,-294.7653,114.43998,6.0176063,12.269223,-11.603753,-6.6635547,-22.479204,-5.7090173,-11.964083,-5.9432645,-6.848376,-6.327829,-7.5135407
288,FluencyBank,111,106,6448480,6496480,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_106,-305.67596,95.2516,8.854878,24.198797,-0.82265985,-8.221676,-22.666042,-7.365631,-11.615618,-9.272393,-9.081849,-2.034881,-6.6098557
289,FluencyBank,111,107,6474400,6522400,0,0,0,0,0,0,0,3,3,1,0,0,FluencyBank_111_107,-333.22482,100.30319,3.430965,21.815176,-0.9232842,-6.102579,-11.77544,-3.1984296,-8.69797,-2.630637,-7.4775424,-4.451989,-8.173705
290,FluencyBank,111,108,6492960,6540960,0,0,0,0,0,2,0,3,1,0,0,0,FluencyBank_111_108,-308.38586,104.36615,7.815204,23.961622,-3.3231056,-11.810216,-19.416925,-5.3893785,-11.977662,-5.647333,-8.40734,-1.4702072,-7.931636
292,FluencyBank,111,110,6585760,6633760,0,0,0,0,0,0,0,3,3,1,0,0,FluencyBank_111_110,-309.31024,102.46158,-6.396337,19.351337,-5.7888,-8.805988,-15.566897,-5.652814,-12.227764,0.26869115,-7.9536576,-0.37623554,-6.9101567
293,FluencyBank,111,111,6647200,6695200,0,0,0,0,0,0,0,3,3,1,0,0,FluencyBank_111_111,-271.89883,108.498505,1.8534857,18.305855,-10.817211,-23.366972,-22.383387,-8.314211,-13.225366,-7.455389,-3.5806007,-8.389855,-5.298915
294,FluencyBank,111,112,674720,722720,0,0,0,0,0,1,0,1,2,0,0,0,FluencyBank_111_112,-298.59247,102.866295,-7.947,16.54727,-2.6567152,-5.162713,-15.390327,-7.4113517,-10.507341,-7.5067387,-7.7669234,-5.5109644,-10.041349
296,FluencyBank,111,114,6696000,6744000,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_114,-302.03174,97.63717,18.926426,29.57088,-7.9040613,-11.790808,-21.22539,-5.7522316,-15.032489,-8.804206,-6.4579434,-3.765652,-7.028522
297,FluencyBank,111,115,6723360,6771360,0,0,0,0,0,0,0,1,3,1,0,0,FluencyBank_111_115,-289.20453,87.75271,17.927725,30.76282,-3.7361584,-10.766277,-21.06458,-9.468794,-16.769941,-13.217235,-6.8987355,-4.5396614,-9.211412
298,FluencyBank,111,116,6799360,6847360,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_116,-349.98828,96.523285,12.709264,26.629295,-0.42677647,-3.4897718,-17.023045,-7.347945,-10.063634,-6.414675,-9.12142,-3.2701082,-11.975364
299,FluencyBank,111,117,6841280,6889280,0,0,1,0,0,0,0,0,2,0,0,0,FluencyBank_111_117,-337.8259,106.9981,10.025496,16.651445,-4.664986,-2.1337802,-20.95992,-7.75144,-9.404601,-7.639416,-5.63711,-3.1708426,-11.301377
300,FluencyBank,111,118,6937280,6985280,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_118,-321.3944,92.62875,20.015097,25.461285,-2.4541485,-4.9615045,-22.733335,-9.063348,-11.557372,-11.96504,-6.2310896,-5.4713883,-11.87095
301,FluencyBank,111,119,6967680,7015680,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_119,-316.6418,107.733315,-3.2623317,19.8201,0.33958665,-7.4454064,-24.225456,-9.335053,-6.1958876,-5.3217363,-6.259112,-3.9552763,-9.551748
303,FluencyBank,111,121,7049600,7097600,0,0,0,0,0,0,0,3,3,1,0,0,FluencyBank_111_121,-336.5198,98.36561,1.7442067,25.384663,-7.8759494,-6.4591384,-8.591257,-3.5988212,-9.03692,-3.0203955,-5.998415,-5.943968,-11.395739
304,FluencyBank,111,122,7120320,7168320,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_122,-318.39804,118.45803,8.58587,22.126997,-9.816806,-15.181316,-23.636042,-3.8898218,-12.200687,-8.092661,-3.1900556,-3.0508704,-7.4351215
305,FluencyBank,111,123,7147680,7195680,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_123,-259.9811,103.70936,-8.2795725,17.10271,-8.347499,-12.922831,-22.915583,-8.161208,-9.756141,-7.29501,-4.345639,-5.554946,-10.35633
306,FluencyBank,111,124,7235040,7283040,0,0,0,1,1,2,0,0,0,0,0,0,FluencyBank_111_124,-232.8629,132.86807,-12.391576,-9.000394,-28.353212,-9.446578,-34.081512,-8.049762,-8.329824,-16.090916,-1.0317116,4.550267,-5.7922993
307,FluencyBank,111,125,7260960,7308960,0,0,0,1,0,0,0,0,2,0,0,0,FluencyBank_111_125,-264.7442,100.86026,7.3428164,6.3902607,-15.454514,-3.9790251,-30.090311,-10.638147,-9.957519,-15.186865,-4.9703407,-0.25677422,-8.306516
308,FluencyBank,111,126,7356000,7404000,0,0,1,0,0,0,0,0,2,1,0,0,FluencyBank_111_126,-318.28003,110.86434,18.843447,24.292416,-9.22646,-6.724392,-23.817598,-8.548666,-23.07361,-12.398087,-4.0135727,-4.922367,-11.768724
309,FluencyBank,111,127,7386880,7434880,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_127,-345.3589,108.10685,18.803415,16.532629,-4.323258,-3.778489,-16.539753,-5.7354407,-14.789699,-7.4217076,-4.5622663,-1.5793641,-9.436095
310,FluencyBank,111,128,7421600,7469600,0,0,2,0,0,0,0,3,1,0,0,0,FluencyBank_111_128,-362.02823,113.24211,12.931814,16.025991,-5.5413995,-4.0629444,-11.534556,0.66948676,-9.630273,-5.197919,-5.281374,-0.5056753,-9.40578
311,FluencyBank,111,129,773760,821760,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_129,-294.9264,102.7405,10.186828,12.953391,1.291902,-9.947206,-29.472275,-11.196954,-16.373327,-15.616052,-8.743921,-6.663215,-9.493156
312,FluencyBank,111,130,7451360,7499360,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_130,-297.34,123.67787,1.4057901,9.560303,-9.810747,-4.414626,-24.786695,-10.416089,-14.981169,-11.870308,-7.2574415,-1.6348693,-9.60011
313,FluencyBank,111,131,7506720,7554720,0,0,0,1,0,3,0,0,0,1,0,0,FluencyBank_111_131,-337.78473,90.39786,17.132196,27.155138,5.597367,-8.709306,-19.508572,-3.3948174,-11.198372,-9.83732,-9.357403,-9.425259,-9.868212
314,FluencyBank,111,132,7524320,7572320,0,0,0,0,1,3,0,0,0,1,0,0,FluencyBank_111_132,-326.3786,90.93986,17.64151,23.49863,4.1380286,-8.96089,-22.25254,-6.6868052,-12.282569,-10.862088,-6.726166,-9.464263,-9.602701
315,FluencyBank,111,133,7544480,7592480,0,0,0,0,0,3,0,3,0,0,0,0,FluencyBank_111_133,-334.7745,98.05228,15.972879,15.952174,-2.284336,-5.874727,-19.831053,-4.774902,-12.575777,-7.492762,-4.152692,-5.175446,-9.315862
316,FluencyBank,111,134,7570720,7618720,0,0,1,1,0,1,0,3,1,0,0,0,FluencyBank_111_134,-284.6154,106.62773,5.976641,5.2558904,-13.163176,-5.598242,-30.794895,-10.473679,-15.964324,-10.950316,0.14255531,0.79945546,-10.674732
318,FluencyBank,111,136,7688800,7736800,0,0,0,2,1,0,0,0,0,0,0,0,FluencyBank_111_136,-320.36514,103.65238,11.904367,25.642527,-2.648618,-7.9813867,-22.328342,-8.852152,-15.053143,-10.777008,-7.289182,-4.3223424,-10.513549
319,FluencyBank,111,137,7745280,7793280,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_137,-283.88547,110.99703,3.0889091,15.184512,-15.33588,-8.132429,-26.248009,-5.9860196,-15.98562,-12.525979,-3.3742988,-1.6935188,-9.14832
320,FluencyBank,111,138,7834240,7882240,0,0,0,1,1,0,0,0,2,0,0,0,FluencyBank_111_138,-331.604,105.61296,11.221034,18.668032,-1.8390583,-4.507563,-17.57535,-8.309688,-14.275188,-7.0739365,-7.1567926,-1.4469043,-7.9104404
321,FluencyBank,111,139,7884320,7932320,0,0,0,0,0,0,0,3,3,2,0,0,FluencyBank_111_139,-315.36044,107.22829,1.7702519,24.58603,-7.416472,-15.281372,-12.860006,-6.8706408,-12.274909,-7.0532765,-7.2158995,-5.9688134,-9.365739
322,FluencyBank,111,140,8048000,8096000,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_140,-326.6915,107.35188,16.181606,16.16144,-4.9565735,-10.534173,-13.820735,0.064151876,-10.246743,-5.756517,-7.12362,-3.1405857,-9.2096815
323,FluencyBank,111,141,8086720,8134720,0,0,0,0,3,1,0,0,0,0,0,0,FluencyBank_111_141,-319.80267,105.318306,4.302521,19.717657,0.6862224,-9.409551,-16.703535,-5.003116,-11.798684,-8.678307,-8.1080675,-3.102389,-12.444579
324,FluencyBank,111,142,8239680,8287680,0,0,0,0,0,0,0,3,3,1,0,0,FluencyBank_111_142,-299.20035,118.160095,8.549856,19.904715,-11.336031,-8.8745985,-18.141047,-2.2345169,-13.428586,-8.229471,-8.052305,-5.2425776,-10.246382
325,FluencyBank,111,143,8264640,8312640,0,0,0,2,1,0,0,3,0,0,0,0,FluencyBank_111_143,-305.04163,119.77536,15.903558,20.40926,-10.437909,-8.831568,-18.928612,-3.214024,-16.633303,-7.840705,-5.6008224,-5.757611,-10.842046
326,FluencyBank,111,144,919200,967200,0,0,1,0,0,0,0,0,2,0,0,0,FluencyBank_111_144,-292.88678,99.521675,6.7252126,15.560375,-2.3463128,-5.7830634,-21.52458,-6.966091,-14.059765,-9.177959,-5.718917,-5.415027,-11.80287
327,FluencyBank,111,145,944640,992640,0,0,0,0,0,0,0,2,3,0,0,0,FluencyBank_111_145,-286.98102,98.86287,-6.187087,20.401903,-6.068754,-8.912562,-16.759542,-1.2039353,-16.687117,-6.591302,-4.3889136,-5.291003,-10.388296
328,FluencyBank,111,146,8429600,8477600,1,0,0,0,0,0,0,0,2,1,0,0,FluencyBank_111_146,-289.1245,100.05793,16.495798,20.429329,-8.253907,-6.815742,-24.369873,-1.6629647,-10.71408,-12.062643,-6.483205,-5.6487446,-9.525564
330,FluencyBank,111,148,8488000,8536000,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_148,-291.36383,123.60032,4.104391,19.500483,-13.028851,-9.916778,-24.61738,-6.203306,-8.411142,-7.3402734,-7.188361,-3.8484523,-10.9858265
331,FluencyBank,111,149,8562560,8610560,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_149,-288.73813,92.9684,19.581467,23.931332,-1.6881199,-8.420985,-23.691628,-5.085828,-10.1676235,-9.755403,-9.922397,-5.9832993,-10.303889
332,FluencyBank,111,150,8592800,8640800,0,0,0,1,2,0,0,0,0,0,0,0,FluencyBank_111_150,-260.34863,122.14138,-5.208901,10.02793,-15.344117,-7.612098,-24.802994,-5.480164,-11.011343,-5.727096,0.22053933,-5.900033,-13.2928
333,FluencyBank,111,151,8777120,8825120,0,0,1,0,0,0,0,0,2,1,0,0,FluencyBank_111_151,-283.91962,108.34966,11.402208,23.769594,-6.8616195,-6.001794,-30.910456,-4.2882247,-9.957028,-12.882794,-3.3838265,-4.7951913,-12.547256
334,FluencyBank,111,152,8803840,8851840,0,0,2,0,0,0,0,0,1,0,0,0,FluencyBank_111_152,-274.8391,101.58157,13.482637,15.822474,-8.232323,-5.516332,-27.558865,-5.7950344,-9.609511,-9.136352,-2.681986,-3.460246,-10.129727
335,FluencyBank,111,153,8871360,8919360,0,0,0,0,0,2,0,0,1,0,0,0,FluencyBank_111_153,-307.8706,122.67555,20.269127,16.209034,-13.835374,-9.568166,-12.404932,-6.4705777,-14.296738,-10.697194,-9.437352,-5.2993107,-9.4986315
336,FluencyBank,111,154,9037440,9085440,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_111_154,-292.07758,113.42507,12.381833,16.031618,-9.116314,-6.897784,-19.936773,-6.1283503,-10.327905,-8.905581,-5.8577805,-2.9384363,-12.742191
337,FluencyBank,111,155,9063360,9111360,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_111_155,-284.54,113.93007,10.317632,18.331505,-8.88256,-7.9450383,-23.72749,-9.198096,-11.020881,-10.216444,-4.265612,-1.9010087,-13.025583
